lcl|PTER01000010.1_prot_PTN15406.1_17	sp|P23900|FPS1_YEAST	99.552	669	2	1	1	668	1	669	0.0	1392
lcl|PTER01000010.1_prot_PTN15407.1_18	sp|Q07879|ATG10_YEAST	100.000	167	0	0	1	167	1	167	5.50e-124	343
lcl|PTER01000010.1_prot_PTN15408.1_19	sp|P21801|SDHB_YEAST	99.624	266	1	0	1	266	1	266	0.0	556
lcl|PTER01000010.1_prot_PTN15409.1_20	sp|Q07878|VPS13_YEAST	99.777	3144	7	0	1	3144	1	3144	0.0	6458
lcl|PTER01000010.1_prot_PTN15410.1_21	sp|P0CG63|UBI4P_YEAST	100.000	381	0	0	1	381	1	381	0.0	749
lcl|PTER01000010.1_prot_PTN15411.1_22	sp|Q07872|ENT4_YEAST	99.595	247	1	0	1	247	1	247	0.0	503
lcl|PTER01000010.1_prot_PTN15412.1_23	sp|P32523|PRP19_YEAST	99.205	503	4	0	1	503	1	503	0.0	1036
lcl|PTER01000010.1_prot_PTN15413.1_24	sp|Q07845|GRC3_YEAST	99.525	632	3	0	1	632	1	632	0.0	1302
lcl|PTER01000010.1_prot_PTN15414.1_25	sp|Q07844|RIX7_YEAST	99.522	837	4	0	1	837	1	837	0.0	1685
lcl|PTER01000010.1_prot_PTN15415.1_26	sp|Q07843|IRC19_YEAST	99.130	230	2	0	1	230	1	230	1.97e-170	466
lcl|PTER01000010.1_prot_PTN15416.1_27	sp|Q07834|YL032_YEAST	99.030	825	8	0	1	825	1	825	0.0	1685
lcl|PTER01000010.1_prot_PTN15417.1_28	sp|Q07830|GPI13_YEAST	99.803	1017	2	0	1	1017	1	1017	0.0	2077
lcl|PTER01000010.1_prot_PTN15418.1_29	sp|Q07825|FRA1_YEAST	99.332	749	5	0	1	749	1	749	0.0	1560
lcl|PTER01000010.1_prot_PTN15419.1_30	sp|Q07824|TPO1_YEAST	98.976	586	6	0	1	586	1	586	0.0	1191
lcl|PTER01000010.1_prot_PTN15420.1_31	sp|Q07821|ISA1_YEAST	99.200	250	2	0	1	250	1	250	0.0	511
lcl|PTER01000010.1_prot_PTN15421.1_32	sp|P31539|HS104_YEAST	99.890	908	1	0	1	908	1	908	0.0	1846
lcl|PTER01000010.1_prot_PTN15422.1_33	sp|Q12370|PAU17_YEAST	100.000	124	0	0	1	124	1	124	1.48e-87	248
lcl|PTER01000010.1_prot_PTN15423.1_34	sp|P10592|HSP72_YEAST	99.218	639	5	0	1	639	1	639	0.0	1292
lcl|PTER01000010.1_prot_PTN15424.1_35	sp|Q12164|POM33_YEAST	99.283	279	2	0	1	279	1	279	0.0	565
lcl|PTER01000010.1_prot_PTN15425.1_36	sp|Q12373|HIF1_YEAST	99.221	385	3	0	1	385	1	385	0.0	784
lcl|PTER01000010.1_prot_PTN15426.1_37	sp|P23201|SPA2_YEAST	89.083	1548	86	7	1	1547	1	1466	0.0	2501
lcl|PTER01000010.1_prot_PTN15427.1_38	sp|P32350|KNS1_YEAST	99.723	721	2	0	1	721	17	737	0.0	1492
lcl|PTER01000010.1_prot_PTN15428.1_39	sp|Q3E731|COX19_YEAST	100.000	98	0	0	1	98	1	98	4.02e-72	207
lcl|PTER01000010.1_prot_PTN15429.1_40	sp|P04802|SYDC_YEAST	100.000	557	0	0	1	557	1	557	0.0	1142
lcl|PTER01000010.1_prot_PTN15430.1_41	sp|P04821|CDC25_YEAST	39.074	929	451	17	331	1199	669	1542	0.0	629
lcl|PTER01000010.1_prot_PTN15430.1_41	sp|P04821|CDC25_YEAST	35.526	76	38	2	25	95	57	126	3.46e-08	56.2
lcl|PTER01000010.1_prot_PTN15430.1_41	sp|P04821|CDC25_YEAST	26.016	123	85	1	200	316	436	558	4.63e-06	48.9
lcl|PTER01000010.1_prot_PTN15431.1_42	sp|P14772|BPT1_YEAST	99.487	1559	8	0	1	1559	1	1559	0.0	3173
lcl|PTER01000010.1_prot_PTN15432.1_43	sp|Q07807|PUF3_YEAST	97.654	895	5	1	1	895	1	879	0.0	1779
lcl|PTER01000010.1_prot_PTN15433.1_44	sp|Q07804|YEH1_YEAST	99.127	573	5	0	1	573	1	573	0.0	1184
lcl|PTER01000010.1_prot_PTN15434.1_45	sp|P33750|DCA13_YEAST	99.796	489	1	0	1	489	1	489	0.0	1020
lcl|PTER01000010.1_prot_PTN15435.1_46	sp|Q07800|PSR1_YEAST	98.595	427	2	1	1	423	1	427	0.0	858
lcl|PTER01000010.1_prot_PTN15436.1_47	sp|Q12287|COX17_YEAST	100.000	69	0	0	1	69	1	69	5.91e-46	139
lcl|PTER01000010.1_prot_PTN15437.1_48	sp|P32892|DRS1_YEAST	99.206	756	2	1	1	756	1	752	0.0	1512
lcl|PTER01000010.1_prot_PTN15438.1_49	sp|Q07799|LMO1_YEAST	100.000	665	0	0	1	665	1	665	0.0	1357
lcl|PTER01000010.1_prot_PTN15439.1_50	sp|P41800|MMM1_YEAST	100.000	426	0	0	1	426	1	426	0.0	875
lcl|PTER01000010.1_prot_PTN15440.1_51	sp|Q07798|SPO75_YEAST	99.885	868	1	0	1	868	1	868	0.0	1753
lcl|PTER01000010.1_prot_PTN15441.1_52	sp|P54790|ORC3_YEAST	99.838	616	1	0	1	616	1	616	0.0	1254
lcl|PTER01000010.1_prot_PTN15442.1_53	sp|Q12369|SFI1_YEAST	99.683	946	3	0	1	946	1	946	0.0	1940
lcl|PTER01000010.1_prot_PTN15443.1_54	sp|Q07794|RT109_YEAST	99.541	436	2	0	1	436	1	436	0.0	889
lcl|PTER01000010.1_prot_PTN15444.1_55	sp|P54861|DNM1_YEAST	99.868	757	1	0	1	757	1	757	0.0	1538
lcl|PTER01000010.1_prot_PTN15445.1_56	sp|Q07895|YL001_YEAST	99.536	862	4	0	1	862	1	862	0.0	1748
lcl|PTER01000010.1_prot_PTN15446.1_57	sp|Q07896|NOC3_YEAST	99.698	663	2	0	1	663	1	663	0.0	1353
lcl|PTER01000010.1_prot_PTN15447.1_58	sp|Q07904|THI73_YEAST	99.807	519	1	0	1	519	4	522	0.0	1082
lcl|PTER01000010.1_prot_PTN15448.1_59	sp|Q04673|SSL1_YEAST	99.783	461	1	0	1	461	1	461	0.0	958
lcl|PTER01000010.1_prot_PTN15449.1_60	sp|Q07084|SSK1_YEAST	99.860	712	1	0	1	712	1	712	0.0	1464
lcl|PTER01000010.1_prot_PTN15450.1_61	sp|Q07913|NSE1_YEAST	99.107	336	3	0	1	336	1	336	0.0	687
lcl|PTER01000010.1_prot_PTN15451.1_62	sp|Q07914|TIM14_YEAST	100.000	168	0	0	1	168	1	168	1.16e-122	340
lcl|PTER01000010.1_prot_PTN15452.1_63	sp|Q07915|RLP24_YEAST	99.444	180	1	0	1	180	20	199	2.47e-126	351
lcl|PTER01000010.1_prot_PTN15453.1_64	sp|Q07921|TEN1_YEAST	100.000	160	0	0	1	160	1	160	1.29e-118	329
lcl|PTER01000010.1_prot_PTN15454.1_65	sp|Q07923|LOT6_YEAST	99.476	191	1	0	1	191	1	191	2.58e-141	389
lcl|PTER01000010.1_prot_PTN15455.1_66	sp|Q07927|YL012_YEAST	98.990	99	1	0	24	122	1	99	3.35e-71	206
lcl|PTER01000010.1_prot_PTN15456.1_67	sp|P07272|PPR1_YEAST	99.889	904	1	0	1	904	1	904	0.0	1875
lcl|PTER01000010.1_prot_PTN15457.1_68	sp|P43132|BRE2_YEAST	99.802	505	1	0	1	505	1	505	0.0	1050
lcl|PTER01000010.1_prot_PTN15458.1_69	sp|Q07930|PML1_YEAST	99.510	204	1	0	1	204	1	204	4.21e-153	420
lcl|PTER01000010.1_prot_PTN15459.1_70	sp|Q07938|MTAP_YEAST	100.000	318	0	0	1	318	20	337	0.0	671
lcl|PTER01000010.1_prot_PTN15460.1_71	sp|Q12445|POM34_YEAST	100.000	299	0	0	1	299	1	299	0.0	620
lcl|PTER01000010.1_prot_PTN15461.1_72	sp|Q07949|PSR2_YEAST	99.749	398	0	1	1	398	1	397	0.0	817
lcl|PTER01000010.1_prot_PTN15462.1_73	sp|Q07950|YEH2_YEAST	99.613	517	2	0	1	517	22	538	0.0	1068
lcl|PTER01000010.1_prot_PTN15463.1_74	sp|Q07951|POC3_YEAST	100.000	179	0	0	1	179	1	179	5.45e-135	372
lcl|PTER01000010.1_prot_PTN15464.1_75	sp|Q07953|SDO1_YEAST	99.600	250	1	0	1	250	1	250	0.0	509
lcl|PTER01000010.1_prot_PTN15465.1_76	sp|Q07959|IZH3_YEAST	99.816	543	1	0	1	543	1	543	0.0	1121
lcl|PTER01000010.1_prot_PTN15466.1_77	sp|Q07963|UBR2_YEAST	99.626	1872	7	0	1	1872	1	1872	0.0	3880
lcl|PTER01000010.1_prot_PTN15467.1_78	sp|P39929|SNF7_YEAST	100.000	240	0	0	1	240	1	240	5.90e-175	478
lcl|PTER01000010.1_prot_PTN15468.1_79	sp|Q01590|SED5_YEAST	99.706	340	1	0	1	340	1	340	0.0	688
lcl|PTER01000010.1_prot_PTN15469.1_80	sp|P23542|AATC_YEAST	99.282	418	3	0	1	418	1	418	0.0	867
lcl|PTER01000010.1_prot_PTN15470.1_81	sp|P54113|PUR91_YEAST	99.662	591	2	0	1	591	1	591	0.0	1221
lcl|PTER01000010.1_prot_PTN15471.1_82	sp|P05748|RL15A_YEAST	100.000	204	0	0	1	204	1	204	7.99e-151	414
lcl|PTER01000010.1_prot_PTN15472.1_83	sp|Q07967|YL030_YEAST	99.130	230	2	0	1	230	29	258	2.73e-169	474
lcl|PTER01000010.1_prot_PTN15473.1_84	sp|P32849|RAD5_YEAST	99.829	1169	2	0	1	1169	1	1169	0.0	2414
lcl|PTER01000010.1_prot_PTN15474.1_85	sp|Q07979|RSC58_YEAST	99.801	502	1	0	1	502	1	502	0.0	1028
lcl|PTER01000010.1_prot_PTN15475.1_86	sp|Q12078|SMF3_YEAST	100.000	473	0	0	1	473	1	473	0.0	954
lcl|PTER01000010.1_prot_PTN15476.1_87	sp|Q07980|MLH2_YEAST	99.856	695	1	0	1	695	1	695	0.0	1426
lcl|PTER01000010.1_prot_PTN15477.1_88	sp|Q07987|PAU23_YEAST	99.194	124	1	0	1	124	1	124	5.78e-87	246
lcl|PTER01000010.1_prot_PTN15478.1_89	sp|Q01519|COX12_YEAST	100.000	83	0	0	1	83	1	83	3.17e-61	178
lcl|PTER01000010.1_prot_PTN15479.1_90	sp|P40395|RIC1_YEAST	99.706	1020	3	0	1	1020	37	1056	0.0	2073
lcl|PTER01000010.1_prot_PTN15480.1_91	sp|Q07988|AFB1_YEAST	100.000	224	0	0	1	224	1	224	7.12e-163	446
lcl|PTER01000010.1_prot_PTN15481.1_92	sp|Q07990|YL042_YEAST	100.000	161	0	0	1	161	1	161	1.68e-111	311
lcl|PTER01000010.1_prot_PTN15482.1_93	sp|P22217|TRX1_YEAST	100.000	103	0	0	1	103	1	103	3.27e-73	210
lcl|PTER01000010.1_prot_PTN15483.1_94	sp|P06169|PDC1_YEAST	97.869	563	12	0	1	563	1	563	0.0	1141
lcl|PTER01000010.1_prot_PTN15484.1_95	sp|P46675|STU2_YEAST	99.550	888	4	0	1	888	1	888	0.0	1816
lcl|PTER01000010.1_prot_PTN15485.1_96	sp|Q12253|YL046_YEAST	98.058	103	2	0	1	103	168	270	4.83e-70	208
lcl|PTER01000010.1_prot_PTN15486.1_97	sp|Q12209|FRE8_YEAST	99.648	568	2	0	1	568	119	686	0.0	1168
lcl|PTER01000010.1_prot_PTN15487.1_98	sp|P46654|RSSA2_YEAST	99.603	252	1	0	1	252	1	252	0.0	512
lcl|PTER01000010.1_prot_PTN15488.1_99	sp|Q12110|YL049_YEAST	99.533	428	2	0	1	428	1	428	0.0	871
lcl|PTER01000010.1_prot_PTN15489.1_100	sp|Q12155|EMA19_YEAST	98.758	161	2	0	1	161	1	161	2.31e-116	324
lcl|PTER01000010.1_prot_PTN15490.1_101	sp|Q12035|FCF2_YEAST	99.078	217	2	0	1	217	1	217	7.00e-159	436
lcl|PTER01000010.1_prot_PTN15491.1_102	sp|Q12345|IES3_YEAST	99.600	250	1	0	1	250	1	250	0.0	509
lcl|PTER01000010.1_prot_PTN15492.1_103	sp|Q12026|YL053_YEAST	98.148	108	2	0	1	108	1	108	6.21e-77	220
lcl|PTER01000010.1_prot_PTN15493.1_104	sp|Q12202|OSW2_YEAST	98.895	724	8	0	1	724	1	724	0.0	1491
lcl|PTER01000010.1_prot_PTN15494.1_105	sp|P38915|SPT8_YEAST	98.678	605	5	1	1	605	1	602	0.0	1215
lcl|PTER01000010.1_prot_PTN15495.1_106	sp|P32353|ERG3_YEAST	99.178	365	3	0	1	365	1	365	0.0	755
lcl|PTER01000010.1_prot_PTN15496.1_107	sp|Q12205|MNL2_YEAST	98.822	849	10	0	1	849	1	849	0.0	1729
lcl|PTER01000010.1_prot_PTN15497.1_108	sp|P37291|GLYC_YEAST	100.000	469	0	0	1	469	1	469	0.0	980
lcl|PTER01000010.1_prot_PTN15498.1_109	sp|P54964|ORN_YEAST	99.628	269	1	0	1	269	1	269	0.0	565
lcl|PTER01000010.1_prot_PTN15499.1_110	sp|P15624|SYFB_YEAST	99.664	595	2	0	1	595	1	595	0.0	1231
lcl|PTER01000010.1_prot_PTN15500.1_111	sp|P05749|RL22A_YEAST	100.000	121	0	0	1	121	1	121	1.84e-87	248
lcl|PTER01000010.1_prot_PTN15501.1_112	sp|Q12291|BMT6_YEAST	100.000	331	0	0	1	331	35	365	0.0	686
lcl|PTER01000010.1_prot_PTN15502.1_113	sp|Q12144|PER33_YEAST	100.000	273	0	0	1	273	1	273	0.0	546
lcl|PTER01000010.1_prot_PTN15503.1_114	sp|Q99382|ENV10_YEAST	98.895	181	2	0	1	181	1	181	1.59e-132	366
lcl|PTER01000010.1_prot_PTN15504.1_115	sp|Q12133|SPC3_YEAST	100.000	184	0	0	1	184	1	184	2.67e-135	374
lcl|PTER01000010.1_prot_PTN15505.1_116	sp|P32522|PT309_YEAST	99.689	965	3	0	1	965	1	965	0.0	2001
lcl|PTER01000010.1_prot_PTN15506.1_117	sp|Q12247|FYV7_YEAST	99.338	151	1	0	1	151	1	151	5.84e-103	289
lcl|PTER01000010.1_prot_PTN15507.1_118	sp|P25039|EFGM_YEAST	99.737	761	2	0	1	761	1	761	0.0	1570
lcl|PTER01000010.1_prot_PTN15508.1_119	sp|Q07993|XYL2_YEAST	99.157	356	3	0	1	356	1	356	0.0	720
lcl|PTER01000010.1_prot_PTN15509.1_120	sp|P19263|MED14_YEAST	99.254	1073	8	0	1	1073	10	1082	0.0	2188
lcl|PTER01000010.1_prot_PTN15510.1_121	sp|Q08001|LAM6_YEAST	99.423	693	4	0	1	693	1	693	0.0	1432
lcl|PTER01000010.1_prot_PTN15511.1_122	sp|Q08003|RFU1_YEAST	100.000	200	0	0	1	200	1	200	1.17e-147	406
lcl|PTER01000010.1_prot_PTN15512.1_123	sp|Q08004|BUD20_YEAST	96.988	166	5	0	1	166	1	166	1.23e-120	335
lcl|PTER01000010.1_prot_PTN15513.1_124	sp|P41805|RL10_YEAST	100.000	221	0	0	1	221	1	221	2.74e-168	460
lcl|PTER01000010.1_prot_PTN15514.1_125	sp|Q08023|FMP25_YEAST	99.657	583	2	0	1	583	1	583	0.0	1214
lcl|PTER01000010.1_prot_PTN15515.1_126	sp|P25385|BOS1_YEAST	99.590	244	1	0	1	244	1	244	0.0	498
lcl|PTER01000010.1_prot_PTN15516.1_127	sp|P38634|SIC1_YEAST	98.596	285	3	1	1	285	1	284	0.0	567
lcl|PTER01000010.1_prot_PTN15517.1_128	sp|Q12396|EMP46_YEAST	99.775	444	1	0	1	444	1	444	0.0	905
lcl|PTER01000010.1_prot_PTN15518.1_129	sp|P13181|GAL2_YEAST	99.652	574	2	0	1	574	1	574	0.0	1177
lcl|PTER01000010.1_prot_PTN15519.1_130	sp|Q12020|SRL2_YEAST	98.980	392	4	0	1	392	1	392	0.0	798
lcl|PTER01000010.1_prot_PTN15520.1_131	sp|P32802|TMN1_YEAST	99.700	667	2	0	1	667	1	667	0.0	1368
lcl|PTER01000010.1_prot_PTN15521.1_132	sp|Q12465|RAX2_YEAST	99.508	1220	6	0	1	1220	1	1220	0.0	2436
lcl|PTER01000010.1_prot_PTN15522.1_133	sp|Q12509|ARP6_YEAST	99.772	438	1	0	1	438	1	438	0.0	912
lcl|PTER01000010.1_prot_PTN15523.1_134	sp|Q12267|SMC4_YEAST	99.224	1418	11	0	1	1418	1	1418	0.0	2861
lcl|PTER01000010.1_prot_PTN15524.1_135	sp|Q12150|CSF1_YEAST	99.594	2958	12	0	1	2958	1	2958	0.0	6091
lcl|PTER01000010.1_prot_PTN15525.1_136	sp|P39012|GAA1_YEAST	99.674	614	2	0	1	614	1	614	0.0	1250
lcl|PTER01000010.1_prot_PTN15526.1_137	sp|P52893|ALAT1_YEAST	99.821	558	1	0	1	558	35	592	0.0	1159
lcl|PTER01000010.1_prot_PTN15527.1_138	sp|P39102|XDJ1_YEAST	99.346	459	3	0	1	459	1	459	0.0	946
lcl|PTER01000010.1_prot_PTN15528.1_139	sp|Q12393|GEP5_YEAST	99.659	293	1	0	1	293	1	293	0.0	606
lcl|PTER01000010.1_prot_PTN15529.1_140	sp|Q12325|SUL2_YEAST	99.552	893	4	0	1	893	1	893	0.0	1839
lcl|PTER01000010.1_prot_PTN15530.1_141	sp|Q12255|NYV1_YEAST	99.209	253	2	0	1	253	1	253	0.0	519
lcl|PTER01000010.1_prot_PTN15531.1_142	sp|Q12418|GIS3_YEAST	99.402	502	3	0	1	502	1	502	0.0	1025
lcl|PTER01000010.1_prot_PTN15532.1_143	sp|Q12072|IOC2_YEAST	99.263	814	4	1	1	814	1	812	0.0	1680
lcl|PTER01000010.1_prot_PTN15533.1_144	sp|P13186|KIN2_YEAST	100.000	1147	0	0	1	1147	1	1147	0.0	2371
lcl|PTER01000010.1_prot_PTN15534.1_145	sp|Q12347|HRT3_YEAST	99.709	344	1	0	1	344	1	344	0.0	714
lcl|PTER01000010.1_prot_PTN15535.1_146	sp|P43634|CHA4_YEAST	99.846	648	1	0	1	648	1	648	0.0	1333
lcl|PTER01000010.1_prot_PTN15536.1_147	sp|Q12385|ICT1_YEAST	99.746	394	1	0	1	394	1	394	0.0	827
lcl|PTER01000010.1_prot_PTN15537.1_148	sp|Q3E798|MIM2_YEAST	100.000	87	0	0	1	87	1	87	2.83e-60	176
lcl|PTER01000010.1_prot_PTN15538.1_149	sp|Q12452|ERG27_YEAST	99.712	347	1	0	1	347	1	347	0.0	709
lcl|PTER01000010.1_prot_PTN15539.1_150	sp|Q12107|APC9_YEAST	100.000	265	0	0	1	265	1	265	0.0	550
lcl|PTER01000010.1_prot_PTN15540.1_151	sp|Q08032|CDC45_YEAST	99.846	650	1	0	1	650	1	650	0.0	1325
lcl|PTER01000010.1_prot_PTN15541.1_152	sp|Q08045|LCL2_YEAST	100.000	131	0	0	1	131	1	131	1.83e-97	273
lcl|PTER01000010.1_prot_PTN15542.1_153	sp|P16658|SEN2_YEAST	100.000	377	0	0	1	377	1	377	0.0	787
lcl|PTER01000010.1_prot_PTN15543.1_154	sp|Q12019|MDN1_YEAST	98.941	4910	11	1	1	4869	1	4910	0.0	9945
lcl|PTER01000010.1_prot_PTN15544.1_155	sp|Q12090|REXO3_YEAST	99.505	404	2	0	1	404	1	404	0.0	832
lcl|PTER01000010.1_prot_PTN15545.1_156	sp|Q12259|YL108_YEAST	99.588	485	2	0	1	485	1	485	0.0	1000
lcl|PTER01000010.1_prot_PTN15546.1_157	sp|P38013|AHP1_YEAST	100.000	176	0	0	1	176	1	176	3.71e-131	362
lcl|PTER01000010.1_prot_PTN15547.1_158	sp|Q12127|CCW12_YEAST	100.000	133	0	0	1	133	1	133	1.06e-87	249
lcl|PTER01000010.1_prot_PTN15548.1_159	sp|P32485|HOG1_YEAST	100.000	435	0	0	1	435	1	435	0.0	910
lcl|PTER01000010.1_prot_PTN15549.1_160	sp|Q12500|AVL9_YEAST	97.513	764	1	1	1	746	1	764	0.0	1510
lcl|PTER01000010.1_prot_PTN15550.1_161	sp|Q12102|CFT2_YEAST	99.302	859	6	0	1	859	1	859	0.0	1746
lcl|PTER01000010.1_prot_PTN15551.1_162	sp|Q12186|BBP_YEAST	99.127	458	4	0	1	458	19	476	0.0	925
lcl|PTER01000010.1_prot_PTN15552.1_163	sp|Q12309|CLF1_YEAST	99.272	687	5	0	1	687	1	687	0.0	1396
lcl|PTER01000010.1_prot_PTN15553.1_164	sp|Q12354|APTH1_YEAST	100.000	227	0	0	1	227	1	227	6.23e-171	467
lcl|PTER01000010.1_prot_PTN15554.1_165	sp|Q99176|SRN2_YEAST	100.000	183	0	0	1	183	31	213	1.14e-136	378
lcl|PTER01000010.1_prot_PTN15555.1_166	sp|P32329|YPS1_YEAST	100.000	569	0	0	1	569	1	569	0.0	1139
lcl|PTER01000010.1_prot_PTN15556.1_167	sp|Q12303|YPS3_YEAST	99.213	508	4	0	1	508	1	508	0.0	1024
lcl|PTER01000010.1_prot_PTN15557.1_168	sp|Q12138|YL125_YEAST	100.000	136	0	0	1	136	1	136	2.18e-98	276
lcl|PTER01000010.1_prot_PTN15558.1_169	sp|Q12288|YL126_YEAST	100.000	251	0	0	1	251	1	251	0.0	523
lcl|PTER01000010.1_prot_PTN15559.1_170	sp|Q12440|APC2_YEAST	100.000	853	0	0	1	853	1	853	0.0	1750
lcl|PTER01000010.1_prot_PTN15560.1_171	sp|Q12395|DCN1_YEAST	99.627	268	1	0	12	279	2	269	0.0	555
lcl|PTER01000010.1_prot_PTN15561.1_172	sp|Q12220|UTP12_YEAST	99.788	943	2	0	1	943	1	943	0.0	1931
lcl|PTER01000010.1_prot_PTN15562.1_173	sp|Q12436|ZRT2_YEAST	99.289	422	3	0	1	422	1	422	0.0	862
lcl|PTER01000010.1_prot_PTN15563.1_174	sp|P21192|ACE2_YEAST	99.740	770	2	0	1	770	1	770	0.0	1574
lcl|PTER01000010.1_prot_PTN15564.1_175	sp|Q12208|USB1_YEAST	99.655	290	1	0	1	290	1	290	0.0	601
lcl|PTER01000010.1_prot_PTN15565.1_176	sp|P20485|KICH_YEAST	99.828	582	1	0	1	582	1	582	0.0	1201
lcl|PTER01000010.1_prot_PTN15566.1_177	sp|P16467|PDC5_YEAST	100.000	563	0	0	1	563	1	563	0.0	1169
lcl|PTER01000010.1_prot_PTN15567.1_178	sp|Q12098|SLX4_YEAST	100.000	748	0	0	1	748	1	748	0.0	1531
lcl|PTER01000010.1_prot_PTN15568.1_179	sp|P47977|CTH2_YEAST	100.000	285	0	0	1	285	1	285	0.0	588
lcl|PTER01000010.1_prot_PTN15569.1_180	sp|Q12367|RKM5_YEAST	99.183	367	3	0	1	367	1	367	0.0	749
lcl|PTER01000010.1_prot_PTN15570.1_181	sp|Q99271|NAH1_YEAST	99.695	985	3	0	1	985	1	985	0.0	2024
lcl|PTER01000010.1_prot_PTN15571.1_182	sp|P42900|SLS1_YEAST	99.689	643	2	0	1	643	1	643	0.0	1294
lcl|PTER01000010.1_prot_PTN15572.1_183	sp|Q02983|RRN5_YEAST	99.174	363	3	0	1	363	1	363	0.0	740
lcl|PTER01000010.1_prot_PTN15573.1_184	sp|P09368|PUT1_YEAST	99.790	476	1	0	1	476	1	476	0.0	976
lcl|PTER01000010.1_prot_PTN15574.1_185	sp|Q12429|DPH6_YEAST	100.000	685	0	0	1	685	1	685	0.0	1424
lcl|PTER01000010.1_prot_PTN15575.1_186	sp|Q12168|ENG2_YEAST	99.872	779	1	0	1	779	1	779	0.0	1618
lcl|PTER01000010.1_prot_PTN15576.1_187	sp|Q12530|RMP1_YEAST	100.000	201	0	0	1	201	1	201	7.50e-150	412
lcl|PTER01000010.1_prot_PTN15577.1_188	sp|Q12455|SPSY_YEAST	100.000	300	0	0	1	300	1	300	0.0	627
lcl|PTER01000010.1_prot_PTN15578.1_189	sp|P43321|SMD3_YEAST	100.000	101	0	0	1	101	1	101	3.16e-72	207
lcl|PTER01000010.1_prot_PTN15579.1_190	sp|P27801|PEP3_YEAST	99.891	918	1	0	1	918	1	918	0.0	1847
lcl|PTER01000010.1_prot_PTN15580.1_191	sp|Q99296|YL149_YEAST	99.726	730	2	0	1	730	1	730	0.0	1514
lcl|PTER01000010.1_prot_PTN15581.1_192	sp|P39015|STM1_YEAST	99.267	273	2	0	1	273	1	273	0.0	541
lcl|PTER01000010.1_prot_PTN15582.1_193	sp|Q12524|PCD1_YEAST	100.000	291	0	0	1	291	50	340	0.0	604
lcl|PTER01000010.1_prot_PTN15583.1_194	sp|P54072|YL152_YEAST	99.306	576	4	0	1	576	1	576	0.0	1174
lcl|PTER01000010.1_prot_PTN15584.1_195	sp|P52910|ACS2_YEAST	99.561	683	3	0	1	683	1	683	0.0	1411
lcl|PTER01000010.1_prot_PTN15585.1_196	sp|Q12338|RNH2C_YEAST	100.000	110	0	0	1	110	1	110	1.07e-78	224
lcl|PTER01000011.1_prot_PTN15171.1_197	sp|P41948|MEP2_YEAST	98.798	499	6	0	1	499	1	499	0.0	1007
lcl|PTER01000011.1_prot_PTN15172.1_198	sp|P53909|ADE_YEAST	100.000	347	0	0	1	347	1	347	0.0	719
lcl|PTER01000011.1_prot_PTN15173.1_199	sp|P53552|THO2_YEAST	99.562	1597	7	0	1	1597	1	1597	0.0	3282
lcl|PTER01000011.1_prot_PTN15174.1_200	sp|P17555|CAP_YEAST	99.430	526	3	0	1	526	1	526	0.0	1073
lcl|PTER01000011.1_prot_PTN15175.1_201	sp|P27929|NAM9_YEAST	99.794	486	1	0	1	486	1	486	0.0	1001
